Symbol,Company_Name,Country,Sector,Industry,F1,F2,F3,F4
BN73M0,PTT Oil and Retail Business Public Co Limited,Thailand,Consumer Discretionary,Specialty Retail,"8,903.6",0.3,1.7,48.3
BD0BDH,"PTT Public Co., Ltd.",Thailand,Energy,Oil Gas & Consumable Fuels,"29,964.1",1.0,5.4,-9.7
B012W4,Public Bank Bhd,Malaysia,Financials,Banks,"20,137.8",0.6,3.3,-2.2
726829,Public Power Corporation S.A.,Greece,Utilities,Electric Utilities,"2,504.0",2.3,0.0,#N/A
270767,Public Service Enterprise Group Inc,United States,Utilities,Multi-Utilities,"33,879.7",0.4,3.2,#N/A
285253,Public Storage,United States,Real Estate,Equity Real Estate Investment Trusts (REITs),"53,869.8",0.1,2.6,3.4
438042,Publicis Groupe SA,France,Communication Services,Media,"14,606.5",0.7,4.4,-3.7
270884,"PulteGroup, Inc.",United States,Consumer Discretionary,Household Durables,"9,894.8",0.7,1.4,37.0
506472,PUMA SE,Germany,Consumer Discretionary,Textiles Apparel & Luxury Goods,"9,902.4",0.3,1.1,12.5
671034,Qantas Airways Limited,Australia,Industrials,Airlines,"7,262.5",0.0,0.0,#N/A
656661,Qatar Electricity & Water Co.,Qatar,Utilities,Multi-Utilities,"5,340.3",0.7,4.5,-0.8
651655,Qatar Fuel Q.S.C (WOQOD),Qatar,Energy,Oil Gas & Consumable Fuels,"5,045.3",0.5,4.1,-10.6
B0MLBC,Qatar Gas Transport Co.,Qatar,Energy,Oil Gas & Consumable Fuels,"5,172.5",0.5,3.4,15.8
657154,Qatar International Islamic Bank,Qatar,Financials,Banks,"4,489.0",0.4,3.5,3.9
671398,Qatar Islamic Bank,Qatar,Financials,Banks,"15,572.3",0.3,2.3,11.5
614819,Qatar National Bank QPSC,Qatar,Financials,Banks,"52,500.6",0.4,2.5,-7.4
671574,QBE Insurance Group Limited,Australia,Financials,Insurance,"13,065.4",0.6,2.5,8.1
B00G23,QL Resources Bhd.,Malaysia,Consumer Staples,Food Products,"2,674.0",0.2,0.7,9.5
BR9YYP,"Qorvo, Inc.",United States,Information Technology,Semiconductors & Semiconductor Equipment,"11,346.3",0.4,0.0,107.4
271492,Qualcomm Incorporated,United States,Information Technology,Semiconductors & Semiconductor Equipment,"146,104.0",0.1,2.3,67.5
614101,Quanta Computer Inc.,Taiwan,Information Technology,Technology Hardware Storage & Peripherals,"9,745.0",0.6,8.7,42.2
271577,Quebecor Inc. Class B,Canada,Communication Services,Media,"5,337.7",0.2,4.3,10.7
270279,Quest Diagnostics Incorporated,United States,Health Care,Health Care Providers & Services,"16,337.2",0.4,1.9,60.3
B2PF1B,Rabigh Refining & Petrochemical Co.,Saudi Arabia,Energy,Oil Gas & Consumable Fuels,"5,581.4",0.4,0.0,44.7
B7FQV6,Raia Drogasil S.A.,Brazil,Consumer Staples,Food & Staples Retailing,"6,114.8",0.2,0.0,-7.3
B0704T,Raiffeisen Bank International AG,Austria,Financials,Banks,"4,169.5",3.5,0.0,7.9
622959,"Rakuten Group, Inc.",Japan,Consumer Discretionary,Internet & Direct Marketing Retail,"9,596.8",1.0,0.6,#N/A
604199,Ramsay Health Care Limited,Australia,Health Care,Health Care Providers & Services,"12,719.8",0.2,1.9,-13.4
522865,Randstad NV,Netherlands,Industrials,Professional Services,"9,783.0",0.5,9.8,6.0
BK1W1V,Ratch Group Public Co. Ltd.,Thailand,Utilities,Independent Power and Renewable Electricity Producers,"2,549.2",0.8,6.3,13.3
591060,RATIONAL AG,Germany,Industrials,Machinery,"6,622.1",0.1,1.4,-14.2
271899,"Raymond James Financial, Inc.",United States,Financials,Capital Markets,"19,156.9",0.4,1.5,16.0
BM5M5Y,Raytheon Technologies Corporation,United States,Industrials,Aerospace & Defense,"137,731.0",0.5,2.4,-24.5
619857,REA Group Ltd,Australia,Communication Services,Interactive Media & Services,"10,086.3",0.1,1.3,43.3
605142,Realtek Semiconductor Corp,Taiwan,Information Technology,Semiconductors & Semiconductor Equipment,"7,606.6",0.2,6.3,56.3
272419,Realty Income Corporation,United States,Real Estate,Equity Real Estate Investment Trusts (REITs),"40,394.2",0.6,4.4,-10.7
B24CGK,Reckitt Benckiser Group plc,United Kingdom,Consumer Staples,Household Products,"54,922.7",0.2,2.8,#N/A
B07DRZ,Recordati Industria Chimica e Farmaceutica S.p.A.,Italy,Health Care,Pharmaceuticals,"9,192.5",0.2,2.7,6.6
BQRRZ0,"Recruit Holdings Co., Ltd.",Japan,Industrials,Professional Services,"61,264.6",0.2,0.5,6.1
BD6FXN,Red Electrica Corp. SA,Spain,Utilities,Electric Utilities,"11,178.8",0.4,4.1,-2.2
BNDQ8P,Rede D'Or Sao Luiz SA,Brazil,Health Care,Health Care Providers & Services,"13,400.5",0.2,0.0,-49.5
672880,Reece Limited,Australia,Industrials,Trading Companies & Distributors,"7,120.7",0.3,1.2,8.7
272617,Regency Centers Corporation,United States,Real Estate,Equity Real Estate Investment Trusts (REITs),"11,484.9",0.5,3.8,9.3
273019,"Regeneron Pharmaceuticals, Inc.",United States,Health Care,Biotechnology,"72,414.4",0.3,0.0,68.2
B01R31,Regions Financial Corporation,United States,Financials,Banks,"18,624.6",0.8,3.4,23.0
BF52QF,Reinet Investments S.C.A.,Luxembourg,Financials,Capital Markets,"3,908.0",1.4,1.3,#N/A
609962,Reliance Industries Limited,India,Energy,Oil Gas & Consumable Fuels,"215,768.6",0.5,0.3,5.4
B2B0DG,RELX PLC,United Kingdom,Industrials,Professional Services,"53,883.7",0.1,2.2,-0.5
629068,Remgro Limited,South Africa,Financials,Diversified Financial Services,"4,955.8",1.2,0.8,2.7
474171,Remy Cointreau SA,France,Consumer Staples,Beverages,"9,013.5",0.2,1.1,2.7
471279,Renault SA,France,Consumer Discretionary,Automobiles,"7,551.7",4.2,0.0,-35.8
663567,Renesas Electronics Corporation,Japan,Information Technology,Semiconductors & Semiconductor Equipment,"21,911.0",0.5,0.0,206.5
B082RF,Rentokil Initial plc,United Kingdom,Industrials,Commercial Services & Supplies,"11,368.2",0.1,1.3,#N/A
566935,Repsol SA,Spain,Energy,Oil Gas & Consumable Fuels,"23,355.8",1.0,1.8,13.7
226253,"Republic Services, Inc.",United States,Industrials,Commercial Services & Supplies,"40,462.5",0.2,1.4,7.5
273290,ResMed Inc.,United States,Health Care,Health Care Equipment & Supplies,"28,000.3",0.1,0.9,11.8
642155,"Resona Holdings, Inc.",Japan,Financials,Banks,"9,112.4",2.4,4.3,-3.8
BTF8CF,Restaurant Brands International Inc,Canada,Consumer Discretionary,Hotels Restaurants & Leisure,"15,774.3",0.1,4.2,0.7
624467,RHB Bank Bhd.,Malaysia,Financials,Banks,"5,492.5",1.2,6.8,-1.2
673822,"Ricoh Company, Ltd.",Japan,Information Technology,Technology Hardware Storage & Peripherals,"5,274.1",1.4,3.3,#N/A
BDZCRX,"RingCentral, Inc. Class A",United States,Information Technology,Software,"5,707.2",0.0,0.0,#N/A
674058,Rinnai Corporation,Japan,Consumer Discretionary,Household Durables,"3,306.1",0.8,1.7,14.8
622010,Rio Tinto Limited,Australia,Materials,Metals & Mining,"27,947.2",1.8,10.0,18.5
071887,Rio Tinto plc,United Kingdom,Materials,Metals & Mining,"83,438.8",0.6,10.8,18.6
222961,RioCan Real Estate Investment Trust,Canada,Real Estate,Equity Real Estate Investment Trusts (REITs),"5,351.3",1.2,4.6,-7.7
234539,Ritchie Bros. Auctioneers Incorporated,Canada,Industrials,Commercial Services & Supplies,"6,762.3",0.2,1.6,18.8
BL9884,"Rivian Automotive, Inc. Class A",United States,Consumer Discretionary,Automobiles,"24,578.9",0.7,0.0,#N/A
B12LZW,Riyad Bank,Saudi Arabia,Financials,Banks,"27,991.8",0.4,2.8,-0.5
BMBKL7,"RLX Technology, Inc. Sponsored ADR Class A",China,Consumer Staples,Tobacco,"2,556.7",0.8,0.0,#N/A
211070,Robert Half International Inc.,United States,Industrials,Professional Services,"9,902.0",0.1,1.9,10.4
BP0TQN,"Robinhood Markets, Inc. Class A",United States,Financials,Capital Markets,"8,483.0",0.8,0.0,#N/A
711038,Roche Holding Ltd Dividend Right Cert.,Switzerland,Health Care,Pharmaceuticals,"267,887.3",0.1,2.9,13.0
275406,"Rockwell Automation, Inc.",United States,Industrials,Electrical Equipment,"22,717.5",0.1,2.3,9.9
471349,ROCKWOOL A/S Class B,Denmark,Industrials,Building Products,"5,642.0",0.5,1.8,4.1
216905,Rogers Communications Inc. Class B,Canada,Communication Services,Wireless Telecommunication Services,"25,639.3",0.3,3.1,-8.3
674720,"Rohm Co., Ltd.",Japan,Information Technology,Semiconductors & Semiconductor Equipment,"7,980.0",0.9,2.0,14.7
BZ1LFG,"Roku, Inc. Class A",United States,Communication Services,Entertainment,"12,967.5",0.2,0.0,#N/A
274730,"Rollins, Inc.",United States,Industrials,Commercial Services & Supplies,"16,940.6",0.1,1.2,22.1
B63H84,Rolls-Royce Holdings plc,United Kingdom,Industrials,Aerospace & Defense,"8,678.3",-0.7,0.0,#N/A
274960,"Roper Technologies, Inc.",United States,Information Technology,Software,"43,580.9",0.3,0.6,-7.5
274671,"Ross Stores, Inc.",United States,Consumer Discretionary,Specialty Retail,"32,609.2",0.1,1.3,-17.1
275438,Royal Bank of Canada,Canada,Financials,Banks,"139,225.0",0.5,3.8,10.2
275490,Royal Caribbean Group,United States,Consumer Discretionary,Hotels Restaurants & Leisure,"15,195.4",0.2,0.0,#N/A
595607,Royal KPN NV,Netherlands,Communication Services,Diversified Telecommunication Services,"14,468.8",0.2,4.1,74.4
BMVP7Y,Royalty Pharma Plc Class A,United States,Health Care,Pharmaceuticals,"24,596.8",0.2,1.9,-19.4
275617,RPM International Inc.,United States,Materials,Chemicals,"10,902.2",0.2,1.9,27.8
674842,"Ruentex Development Co., Ltd.",Taiwan,Real Estate,Real Estate Management & Development,"5,088.8",0.8,2.7,20.4
BYXZ2W,Rumo SA,Brazil,Industrials,Road & Rail,"5,864.1",0.5,0.1,-37.3
476896,RWE AG,Germany,Utilities,Independent Power and Renewable Electricity Producers,"30,412.1",0.6,2.1,-3.5
616152,Ryman Healthcare Ltd.,New Zealand,Health Care,Health Care Providers & Services,"2,923.2",0.7,2.4,9.5
675845,"Ryohin Keikaku Co., Ltd.",Japan,Consumer Discretionary,Multiline Retail,"2,821.1",0.7,3.1,-6.1
BYV232,"S&P Global, Inc.",United States,Financials,Capital Markets,"114,584.7",0.3,1.0,18.8
618023,S-1 Corporation,South Korea,Industrials,Commercial Services & Supplies,"2,105.4",0.6,3.5,12.8
640605,S-Oil Corporation,South Korea,Energy,Oil Gas & Consumable Fuels,"9,624.1",0.6,3.5,114.9
B1323K,SABIC Agri-Nutrients Co.,Saudi Arabia,Materials,Chemicals,"19,315.0",0.2,2.9,14.1
B058TZ,Safran S.A.,France,Industrials,Aerospace & Defense,"43,378.8",0.3,0.5,-60.1
B8C3BL,Sage Group plc,United Kingdom,Information Technology,Software,"8,320.2",0.2,2.8,-0.3
B1C1NH,Sahara International Petrochemical Company,Saudi Arabia,Materials,Chemicals,"9,853.1",0.4,4.4,67.6
231052,"Salesforce, Inc.",United States,Information Technology,Software,"156,372.9",0.4,0.0,42.3
522603,Sampo Oyj Class A,Finland,Financials,Insurance,"24,029.2",0.5,4.5,-5.9
BYNJCV,"SAMSUNG BIOLOGICS Co., Ltd.",South Korea,Health Care,Life Sciences Tools & Services,"44,337.5",0.1,0.0,16.9
BSXN8K,SAMSUNG C&T CORP,South Korea,Industrials,Industrial Conglomerates,"17,105.3",1.5,3.6,4.5
677168,"Samsung Electro-Mechanics Co., Ltd",South Korea,Information Technology,Electronic Equipment Instruments & Components,"9,439.7",0.6,1.3,28.9
677172,"Samsung Electronics Co., Ltd.",South Korea,Information Technology,Technology Hardware Storage & Peripherals,"354,058.4",0.7,2.1,-0.6
676523,"Samsung Engineering Co., Ltd.",South Korea,Industrials,Construction & Engineering,"3,765.7",0.4,0.0,25.2
615525,"Samsung Fire & Marine Insurance Co., Ltd",South Korea,Financials,Insurance,"7,764.1",1.6,6.0,6.9
677221,"Samsung Heavy Industries Co., Ltd",South Korea,Industrials,Machinery,"3,788.4",0.9,0.0,#N/A
B12C0T,"Samsung Life Insurance Co., Ltd.",South Korea,Financials,Insurance,"10,283.3",3.0,4.5,9.4
677164,"Samsung SDI Co., Ltd",South Korea,Information Technology,Electronic Equipment Instruments & Components,"32,185.0",0.4,0.2,40.1
BRS2KY,"SAMSUNG SDS CO., LTD.",South Korea,Information Technology,IT Services,"8,841.1",0.7,1.7,-3.0
640844,"Samsung Securities Co., Ltd.",South Korea,Financials,Capital Markets,"2,582.3",1.9,10.0,52.6
B5B23W,Sands China Ltd.,Macau,Consumer Discretionary,Hotels Restaurants & Leisure,"15,552.0",0.1,0.0,#N/A
B1VQ25,Sandvik AB,Sweden,Industrials,Machinery,"24,109.4",0.4,2.5,13.9
B0L675,Sanlam Limited,South Africa,Financials,Insurance,"8,697.9",0.5,5.3,-14.1
567173,Sanofi,France,Health Care,Pharmaceuticals,"134,062.4",0.6,3.3,29.3
715363,Santander Bank Polska SA,Poland,Financials,Banks,"5,740.6",1.0,1.9,-24.0
677660,"Santen Pharmaceutical Co., Ltd.",Japan,Health Care,Pharmaceuticals,"3,173.6",0.9,3.1,-45.7
677670,Santos Limited,Australia,Energy,Oil Gas & Consumable Fuels,"19,610.6",0.7,3.2,-0.2
B56HH4,"Sany Heavy Equipment International Holdings Co., Ltd.",Hong Kong,Industrials,Machinery,"3,045.6",0.4,2.0,25.0
484628,SAP SE,Germany,Information Technology,Software,"117,382.4",0.4,2.1,25.9
211222,Saputo Inc.,Canada,Consumer Staples,Food Products,"8,230.8",0.6,2.8,-19.4
584332,Sartorius AG Pref,Germany,Health Care,Health Care Equipment & Supplies,"26,099.7",0.1,0.4,45.6
BYZ2QP,Sartorius Stedim Biotech SA,France,Health Care,Life Sciences Tools & Services,"29,508.8",0.1,0.4,40.6
677745,Sasol Limited,South Africa,Materials,Chemicals,"15,379.5",0.7,0.0,-20.5
B3C8VY,Saudi Arabian Mining Co.,Saudi Arabia,Materials,Metals & Mining,"36,742.9",0.2,0.0,39.1
BJTM27,Saudi Arabian Oil Co.,Saudi Arabia,Energy,Oil Gas & Consumable Fuels,"2,331,316.1",0.1,3.1,-12.9
B1324D,Saudi Basic Industries Corp.,Saudi Arabia,Materials,Chemicals,"95,492.0",0.5,3.3,-12.7
B12LSY,Saudi British Bank,Saudi Arabia,Financials,Banks,"23,280.8",0.6,2.0,-22.9
B132NM,Saudi Electricity Co.,Saudi Arabia,Utilities,Electric Utilities,"25,880.8",2.4,2.8,55.9
B132Y6,Saudi Industrial Investment Group,Saudi Arabia,Materials,Chemicals,"5,986.3",0.3,5.0,5.6
B1Z8F6,Saudi Kayan Petrochemical Co.,Saudi Arabia,Materials,Chemicals,"6,630.1",0.7,0.0,26.5
BSHYYN,Saudi National Bank,Saudi Arabia,Financials,Banks,"83,326.1",0.5,2.1,-0.7
B156TT,Saudi Research and Media Group,Saudi Arabia,Communication Services,Media,"5,327.5",0.1,0.0,58.0
B12M7Q,Saudi Telecom Co.,Saudi Arabia,Communication Services,Diversified Telecommunication Services,"55,983.6",0.3,3.8,1.0
B133RS,Savola Group,Saudi Arabia,Consumer Staples,Food Products,"5,210.1",0.4,0.5,-2.9
BZ6TS2,SBA Communications Corp. Class A,United States,Real Estate,Equity Real Estate Investment Trusts (REITs),"33,868.0",-0.2,0.9,37.1
BKPFMG,SBI Cards & Payment Services Ltd,India,Financials,Consumer Finance,"8,779.3",0.1,0.0,14.1
630946,"SBI Holdings, Inc.",Japan,Financials,Capital Markets,"4,746.8",1.6,5.0,57.9
BZ60N3,SBI Life Insurance Co. Ltd.,India,Financials,Insurance,"13,595.6",0.1,0.2,-0.5
BPH070,SCB X Public Company Limited,Thailand,Financials,Banks,"10,612.8",1.3,3.7,-7.9
BLZH0Z,Scentre Group,Australia,Real Estate,Equity Real Estate Investment Trusts (REITs),"10,615.5",1.3,5.3,-26.3
BMC0T3,SCG Packaging Public Co Ltd,Thailand,Materials,Containers & Packaging,"6,677.6",0.4,1.2,14.5
479053,Schibsted Asa Class A,Norway,Communication Services,Media,"4,265.9",1.3,1.1,3.7
B11TCY,Schindler Holding AG Pref,Switzerland,Industrials,Machinery,"20,414.1",0.2,2.2,-1.1
277920,Schlumberger NV,United States,Energy,Energy Equipment & Services,"58,135.6",0.3,1.7,0.1
483410,Schneider Electric SE,France,Industrials,Electrical Equipment,"75,263.4",0.4,2.3,10.4
024054,Schroders PLC,United Kingdom,Financials,Capital Markets,"9,392.9",0.6,4.2,7.8
BYT934,Scout24 SE,Germany,Communication Services,Interactive Media & Services,"4,829.0",0.4,1.5,-8.3
685847,SCSK Corporation,Japan,Information Technology,IT Services,"5,252.6",0.4,2.4,5.9
BKSCSZ,"SD Biosensor, Inc.",South Korea,Health Care,Health Care Equipment & Supplies,"3,859.1",0.5,2.6,969.3
BYWD7L,Sea Ltd. (Singapore) Sponsored ADR Class A,Singapore,Communication Services,Entertainment,"41,384.2",0.2,0.0,#N/A
BKVD2N,Seagate Technology Holdings PLC,Ireland,Information Technology,Technology Hardware Storage & Peripherals,"18,068.4",0.0,3.3,5.1
BLPK4D,"Seagen, Inc.",United States,Health Care,Biotechnology,"26,322.8",0.1,0.0,#N/A
223279,Sealed Air Corporation,United States,Materials,Containers & Packaging,"8,915.5",0.0,1.3,15.5
BMWYQP,Seazen Group Ltd.,China,Real Estate,Real Estate Management & Development,"2,818.7",2.4,0.0,15.0
479213,SEB SA,France,Consumer Discretionary,Household Durables,"5,871.7",0.6,2.4,1.4
679159,"Secom Co., Ltd.",Japan,Industrials,Commercial Services & Supplies,"15,613.6",0.6,2.2,-2.0
555404,Securitas AB Class B,Sweden,Industrials,Commercial Services & Supplies,"3,836.5",0.6,4.1,0.2
B679Q3,"Seegene, Inc.",South Korea,Health Care,Biotechnology,"1,632.8",0.5,2.0,384.5
B0767Y,Seek Limited,Australia,Communication Services,Interactive Media & Services,"6,170.2",0.2,1.7,30.3
B5ZN1N,SEGRO plc,United Kingdom,Real Estate,Equity Real Estate Investment Trusts (REITs),"16,435.0",1.1,2.2,52.2
279361,SEI Investments Company,United States,Financials,Capital Markets,"7,564.7",0.3,1.4,9.0
661650,Seiko Epson Corp.,Japan,Information Technology,Technology Hardware Storage & Peripherals,"6,123.4",0.9,3.2,27.1
679382,"Sekisui Chemical Co., Ltd.",Japan,Consumer Discretionary,Household Durables,"6,399.3",0.9,3.1,-21.2
679390,"Sekisui House, Ltd.",Japan,Consumer Discretionary,Household Durables,"11,840.0",1.1,4.2,2.1
213815,Sempra Energy,United States,Utilities,Multi-Utilities,"51,162.5",0.5,2.8,-12.1
BFMBMT,Sensata Technologies Holding PLC,United States,Industrials,Electrical Equipment,"6,909.1",0.4,1.0,-9.5
B80NXX,"ServiceNow, Inc.",United States,Information Technology,Software,"82,639.6",0.0,0.0,#N/A
B0FS5D,"Seven & I Holdings Co., Ltd.",Japan,Consumer Staples,Food & Staples Retailing,"36,892.5",0.7,1.9,0.7
B1FH8J,Severn Trent Plc,United Kingdom,Utilities,Water Utilities,"9,620.1",0.2,3.2,-11.2
BFFY88,"SG Holdings Co., Ltd.",Japan,Industrials,Air Freight & Logistics,"11,280.2",0.4,2.2,37.2
482477,SGS SA,Switzerland,Industrials,Professional Services,"18,293.4",0.1,3.3,-3.2
BFD209,"Shandong Gold Mining Co., Ltd. Class H",China,Materials,Metals & Mining,"10,960.5",0.3,0.4,#N/A
674234,Shandong Weigao Group Medical Polymer Co. Ltd. Class H,China,Health Care,Health Care Equipment & Supplies,"4,783.1",0.6,1.9,15.5
B7LV1N,"Shanghai Commercial & Savings Bank, Ltd.",Taiwan,Financials,Banks,"7,000.7",0.8,3.6,-0.6
B8XBQ9,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd. Class H",China,Health Care,Pharmaceuticals,"15,271.1",0.4,2.0,24.0
B4Q4CJ,Shanghai Pharmaceuticals Holding Co. Ltd. Class H,China,Health Care,Health Care Providers & Services,"9,161.5",1.1,3.8,12.3
680060,Sharp Corporation,Japan,Consumer Discretionary,Household Durables,"5,163.9",0.7,3.7,1.1
280183,Shaw Communications Inc. Class B,Canada,Communication Services,Media,"13,769.8",0.4,3.4,22.9
BP6MXD,Shell PLC,United Kingdom,Energy,Oil Gas & Consumable Fuels,"217,095.6",0.8,3.3,-0.1
BJVBTY,Shenzhen International Holdings Limited,Hong Kong,Industrials,Transportation Infrastructure,"2,094.1",2.2,11.1,-11.0
B0MP1B,Shenzhou International Group Holdings Limited,Hong Kong,Consumer Discretionary,Textiles Apparel & Luxury Goods,"20,074.8",0.2,1.5,-5.2
280421,Sherwin-Williams Company,United States,Materials,Chemicals,"67,545.7",0.0,0.9,23.1
680436,Shimadzu Corporation,Japan,Information Technology,Electronic Equipment Instruments & Components,"11,050.8",0.3,1.1,12.9
680482,Shimano Inc.,Japan,Consumer Discretionary,Leisure Products,"15,849.9",0.3,1.0,34.2
B16YNS,Shimao Group Holdings Limited,Hong Kong,Real Estate,Real Estate Management & Development,"2,139.1",#N/A,#N/A,#N/A
BMF705,Shimao Services Holdings Limited,China,Real Estate,Real Estate Management & Development,"1,321.0",1.0,2.6,99.2
680440,Shimizu Corporation,Japan,Industrials,Construction & Engineering,"4,270.8",1.6,3.0,-19.1
645258,Shin Kong Financial Holding Co. Ltd.,Taiwan,Financials,Insurance,"4,267.4",2.2,4.7,35.2
680458,Shin-Etsu Chemical Co Ltd,Japan,Materials,Chemicals,"58,070.2",0.5,2.2,12.8
639750,"Shinhan Financial Group Co., Ltd.",South Korea,Financials,Banks,"16,894.6",2.1,5.6,9.1
680468,"Shionogi & Co., Ltd.",Japan,Health Care,Pharmaceuticals,"16,504.4",0.5,1.7,-3.8
680526,"Shiseido Company,Limited",Japan,Consumer Staples,Personal Products,"16,211.0",0.3,1.9,-10.3
680532,"Shizuoka Bank, Ltd.",Japan,Financials,Banks,"3,583.1",2.7,3.5,3.9
680157,Shoprite Holdings Limited,South Africa,Consumer Staples,Food & Staples Retailing,"7,742.5",0.2,2.8,-0.4
610035,Shree Cement Limited,India,Materials,Construction Materials,"10,310.5",0.2,0.0,14.7
680260,Shriram Transport Finance Co. Ltd.,India,Financials,Consumer Finance,"3,755.7",0.9,1.8,-10.4
660991,Siam Cement Public Co. Ltd.,Thailand,Materials,Construction Materials,"12,467.1",0.9,5.1,9.4
BL0L91,Sibanye Stillwater Limited,South Africa,Materials,Metals & Mining,"8,445.0",0.6,10.0,#N/A
572797,Siemens AG,Germany,Industrials,Industrial Conglomerates,"101,226.1",0.5,3.5,9.0
BMTVQK,Siemens Energy AG,Germany,Industrials,Electrical Equipment,"13,150.4",1.3,0.6,#N/A
B01CP2,"Siemens Gamesa Renewable Energy, S.A.",Spain,Industrials,Electrical Equipment,"11,944.7",0.4,0.0,#N/A
BD594Y,Siemens Healthineers AG,Germany,Health Care,Health Care Equipment & Supplies,"65,123.9",0.3,1.5,5.7
B15T56,Siemens Limited,India,Industrials,Industrial Conglomerates,"10,512.9",0.1,0.3,-1.3
B00JQL,Signature Bank,United States,Financials,Banks,"11,915.8",0.7,1.2,13.2
BF2DSG,Sika AG,Switzerland,Materials,Chemicals,"40,273.8",0.1,1.1,20.7
BH4DMW,Silergy Corp.,Taiwan,Information Technology,Semiconductors & Semiconductor Equipment,"9,133.6",0.1,0.6,50.9
B29TTR,Sime Darby Bhd.,Malaysia,Industrials,Industrial Conglomerates,"3,555.7",1.1,5.2,15.4
BF6RHY,Sime Darby Plantation Bhd.,Malaysia,Consumer Staples,Food Products,"8,210.9",0.4,3.9,89.9
281245,"Simon Property Group, Inc.",United States,Real Estate,Equity Real Estate Investment Trusts (REITs),"42,735.7",0.1,6.0,-9.9
BKP8Q1,Sinch AB,Sweden,Information Technology,Software,"3,744.1",1.1,0.0,-13.7
681173,Singapore Airlines Ltd.,Singapore,Industrials,Airlines,"11,614.0",1.4,0.0,#N/A
630386,Singapore Exchange Ltd.,Singapore,Financials,Capital Markets,"7,513.1",0.1,3.3,8.1
604321,Singapore Technologies Engineering Ltd,Singapore,Industrials,Aerospace & Defense,"9,077.9",0.2,3.5,3.4
B02PY1,Singapore Telecommunications Limited,Singapore,Communication Services,Diversified Telecommunication Services,"32,207.9",0.6,2.5,-54.9
B00XSF,Sino Biopharmaceutical Limited,Hong Kong,Health Care,Pharmaceuticals,"9,808.7",0.4,2.0,-6.4
681042,Sino Land Co. Ltd.,Hong Kong,Real Estate,Real Estate Management & Development,"10,995.7",1.8,5.0,-10.4
652587,"SinoPac Financial Holdings Co., Ltd.",Taiwan,Financials,Banks,"6,493.6",0.9,4.6,21.4
B3ZVDV,"Sinopharm Group Co., Ltd. Class H",China,Health Care,Health Care Providers & Services,"7,340.8",1.3,4.7,9.2
B296ZH,Sinotruk Hong Kong Ltd.,China,Industrials,Machinery,"3,451.4",1.6,6.9,14.1
BGLDK1,"Sirius XM Holdings, Inc.",United States,Communication Services,Media,"23,774.1",-0.1,1.5,-23.1
B61X7R,"SITC International Holdings Co., Ltd.",Hong Kong,Industrials,Marine,"8,904.4",0.1,8.7,79.6
BLF9YV,"SK Biopharmaceuticals Co., Ltd.",South Korea,Health Care,Pharmaceuticals,"5,270.7",0.1,0.0,#N/A
BMG75K,"SK bioscience Co.,Ltd.",South Korea,Health Care,Biotechnology,"7,301.0",0.2,0.0,707.6
BF2RZ4,"SK Chemicals Co., Ltd.",South Korea,Materials,Chemicals,"1,787.2",0.9,2.4,172.3
645026,SK hynix Inc.,South Korea,Information Technology,Semiconductors & Semiconductor Equipment,"63,240.1",0.8,0.0,-11.6
BMDXML,"Sk Ie Technology Co., Ltd.",South Korea,Materials,Chemicals,"6,667.8",0.3,0.0,#N/A
B39Z8L,SK Inc.,South Korea,Industrials,Industrial Conglomerates,"14,333.1",1.2,3.2,-17.4
B232R0,"SK Innovation Co., Ltd",South Korea,Energy,Oil Gas & Consumable Fuels,"15,048.5",0.9,0.0,-42.2
BMG3GS,"SK Square Co., Ltd.",South Korea,Information Technology,Semiconductors & Semiconductor Equipment,"4,948.8",2.8,0.0,#N/A
622487,"SK Telecom Co., Ltd.",South Korea,Communication Services,Wireless Telecommunication Services,"9,898.7",0.9,5.9,12.7
481334,Skandinaviska Enskilda Banken AB Class A,Sweden,Financials,Banks,"24,027.8",0.9,5.5,3.8
714209,Skanska AB Class B,Sweden,Industrials,Construction & Engineering,"7,002.3",0.7,5.9,19.0
601808,"SKC Co., Ltd.",South Korea,Materials,Chemicals,"4,534.2",0.4,0.7,-1.7
B1Q3J3,SKF AB Class B,Sweden,Industrials,Machinery,"8,028.4",0.6,4.1,-2.5
296105,"Skyworks Solutions, Inc.",United States,Information Technology,Semiconductors & Semiconductor Equipment,"16,380.7",0.3,2.2,23.5
B068DB,SM Investments Corporation,Philippines,Industrials,Industrial Conglomerates,"19,265.1",0.4,0.7,-6.4
681884,"SM Prime Holdings, Inc.",Philippines,Real Estate,Real Estate Management & Development,"19,955.6",0.3,0.3,-20.4
676396,SMC Corporation,Japan,Industrials,Machinery,"34,791.2",0.4,1.4,12.0
092232,Smith & Nephew PLC,United Kingdom,Health Care,Health Care Equipment & Supplies,"13,708.2",0.4,2.3,-10.0
B1WY23,Smiths Group Plc,United Kingdom,Industrials,Industrial Conglomerates,"7,007.8",0.6,2.5,3.7
BKWGSQ,Smoore International Holdings Limited,China,Consumer Staples,Tobacco,"12,841.4",0.2,2.2,86.0
725147,Snam S.p.A.,Italy,Utilities,Gas Utilities,"19,481.9",0.4,4.8,17.1
BD8DJ7,"Snap, Inc. Class A",United States,Communication Services,Interactive Media & Services,"37,193.7",0.1,0.0,#N/A
