Symbol,05/20/2022,05/13/2022,05/06/2022,04/29/2022
651444,7.0304155,-7.2273254,2.8483987,-7.567394
212624,-1.3170183,-4.619652,3.0034542,-0.55268407
254741,-4.923934,-5.638212,-6.6520452,-0.09737611
613345,-0.24056435,3.5395503,2.5853515,-0.33283234
259217,-0.12531877,-0.78448653,3.619635,-1.3167918
258818,-4.1991053,2.2316933,3.1676173,-1.7576754
B676TW,10.034418,7.4215055,-16.388708,5.7532907
258817,-3.0407429,-4.9539623,-1.0053277,1.2735844
258913,-2.475524,-2.595508,-6.167376,-5.0176325
B1LHCW,-1.5615761,-13.392866,-5.7281375,-8.082962
664240,-1.093179,-3.213483,1.2252688,-3.6290169
B17ZL5,12.507212,-6.6299496,-3.7916899,-5.539024
BMC5QM,5.8273554,-3.172195,-6.9004536,13.501942
B018C0,7.0615053,-7.0863843,-3.111744,-1.586175
B0RJCG,4.386091,1.7751813,-4.2998314,5.1347017
624965,4.006052,-2.6479602,-3.1548798,-3.612566
616197,-1.0680616,-4.8286858,-6.677288,-1.2373924
655799,1.2640238,-3.1942725,-0.8878112,-0.5272865
659517,3.8312197,-12.643355,0.62093735,-3.8517296
B0JQTJ,2.3791552,-5.898273,4.154551,-1.5989065
659678,2.736926,-3.4834862,2.5766134,-2.8989732
659704,1.8530488,3.1436324,0.90842247,-2.5164247
659672,2.0630002,-2.76075,0.5211234,0.31723976
659692,0.86363554,3.1284332,5.1763773,-0.84990263
626897,6.473315,-1.0831237,1.3264775,-1.2712777
659706,8.169532,-0.095683336,4.9758077,-1.8799782
633517,0.37093163,-5.5012107,3.8242579,-3.3051848
659730,2.506125,-8.313036,7.99489,-4.8169494
659736,-1.3249159,4.584217,3.3382893,-0.4743755
659760,-1.1188209,-2.0760179,2.096188,-0.64355135
659758,3.3592463,1.5655637,7.1765304,-5.189067
659777,0.29091835,1.6459465,0.39417744,-1.0401189
691670,2.6437879,-6.825018,-8.167994,-3.0488372
659101,0.006210804,-3.035587,1.295197,-2.686143
672879,7.837498,2.3307204,-11.545574,3.3431172
660008,5.747223,-10.835904,0.16316175,4.131007
B2QG18,-2.3871005,-3.7354052,1.2973309,
BGSXTS,-1.203686,2.6116133,-0.00744462,-4.225445
259869,-3.056401,-6.937301,6.1746836,13.813126
BD5ZXH,-2.550751,-5.9778986,-4.973382,-3.850472
221270,4.6098113,-3.966105,-1.7036319,-3.6072254
B067BM,-8.40336,5.250287,-1.8470645,0.6881118
BJYP11,5.423546,-2.1615207,-5.4679213,-18.21776
BGLP23,-5.3687754,4.288554,-14.765989,-1.5884578
BMDTTT,11.803425,7.3908567,2.507329,-0.70726275
B8CKK0,-7.8186154,0.98888874,1.9385815,-0.89147687
B1CRLC,-3.6269486,-2.4721205,3.3390284,-2.1414459
BD3CQ1,-0.49298406,-6.0902653,-3.5049915,-1.004678
BF2FJ9,-13.260841,-4.56441,-15.557999,-4.3418527
B01Z7J,-3.1389773,-2.9824197,13.43565,-2.9613316
B1GHR8,-4.0432987,-2.253902,-7.4041963,-7.6300263
BZ07BW,-1.4174819,2.561438,1.1554599,0.03502369
225205,0.34952164,-3.821069,-5.0682545,-1.84232
226231,-1.4526904,-4.380864,4.516697,-4.0712776
B3NPHP,-6.9674134,-2.7478576,2.611351,-6.514901
674399,5.922091,-5.922091,-10.82893,-0.19598603
B5BKPQ,-2.3270905,4.251611,-3.3600092,-4.9971046
B403QG,1.0982156,-8.407378,-0.010663271,
B02L48,2.9737353,-7.513666,-8.886534,-0.109773874
615159,0.54695606,-10.048932,-5.7096124,-1.7913878
BYXW41,-0.71294904,2.4031043,-8.565778,-3.7941694
621412,2.741897,2.076435,-4.2226315,5.2042246
B2Q4CS,-0.8164942,-2.075708,1.7621398,-1.0025382
B2972D,2.180624,0.88016987,-3.7127614,-7.628721
656320,-1.3681471,0.5576968,-1.605022,-3.7397623
629005,1.8879652,0.114405155,2.1030426,-0.9568453
B09DHL,2.726853,-6.1250505,-1.1070311,-3.3205152
BFXP65,7.516682,-4.663992,-5.653328,-8.498531
BHZSKR,-0.24617314,1.9301534,-2.111584,-0.7892668
529412,-1.4105797,3.3858776,-4.360694,-0.7225454
661040,1.6729116,-1.4040828,6.8871975,-2.2598565
B40MFF,3.4334064,-8.178592,-4.7949076,-2.1040022
662158,0.6553769,-5.7309923,-0.8119166,-1.7644346
B11875,1.4168501,-1.3106048,-1.3118744,-7.711977
628360,2.5280833,-2.380228,1.1191368,-1.9405425
296510,-0.9220958,-3.1518757,-3.2280624,-5.681759
662269,1.8032551,8.195376,-9.842068,5.2999735
662460,1.4642358,-1.9060075,-3.1634986,-3.5609305
207730,3.2571793,-1.8499017,0.83965063,-4.3131533
688952,-0.8253932,-4.1704297,2.2029638,0.40271282
BDR05C,1.2227058,2.3283482,-2.8077185,-0.44603944
B136MP,-7.8495445,-3.6873102,-6.8691373,
BJRFY3,2.9617667,5.5274725,-13.707304,-13.08012
565042,8.302736,-9.67902,-1.42833,-2.0973384
B7T772,2.16285,-0.83251,-5.4490986,-4.301876
656039,1.4500737,0.019311905,-6.3105226,-5.777395
626418,3.684926,5.212903,-3.0719876,-1.571101
664040,-0.29286146,-3.8106441,8.823514,-3.663236
662800,2.788186,-0.452888,-7.8877506,-1.7456949
563396,1.6675115,-2.428323,-14.175099,-4.7447147
BDD7WV,0.15822649,3.3765316,-5.3892374,-1.4751077
B06YV4,1.0499,-7.261753,5.1629663,-8.076817
662933,1.8052936,-0.8628249,-1.4246523,-1.0261655
612860,2.6608825,-4.1480837,-7.7297688,0.6515026
712387,-5.0882998,-2.359891,-3.5166621,-0.49740672
263064,-6.417638,-2.4386883,-0.35495162,-3.631103
BM93SF,8.882618,1.4128447,-8.289414,12.151707
285781,-0.68748593,3.685689,-4.932761,-11.674094
BF2S42,13.170994,-19.397783,-8.2321825,-5.5843115
262391,2.4488807,5.744815,-11.64056,-3.834653
B5730Z,3.186953,0.10316372,-5.67978,-10.500198
BM94GQ,2.6367545,-2.0537794,-2.8691053,-3.0694604
663710,5.788672,-9.4878435,-1.7432868,-6.935358
263570,-14.279419,0.9341717,-2.894169,1.8926024
263660,2.973187,-10.45698,0.0274539,-2.2410095
BBGVT4,-1.2892365,4.2665124,-13.846928,-4.7938643
BJ1F88,2.0684242,-5.2882195,-0.40645003,1.7021894
B63QM7,1.5569806,5.837655,-1.3238788,-0.43886304
320898,-3.4930885,7.7799916,-2.8864086,-5.5913806
232891,2.034378,-3.6842823,2.0416856,-3.9621353
661950,2.5077224,2.0308256,2.9909372,-0.9855926
653708,1.2656212,-3.2626212,-4.9541655,-1.7901659
BN7BZM,-2.6428819,4.587853,-14.160204,-7.1502686
664713,-2.2057354,-6.6315293,-0.6389499,-3.3592522
664068,0.28207302,1.5557408,-3.2031417,-6.5535545
BSZLN1,-0.9149015,-0.7603049,-0.6973803,-3.0637383
B1DN46,-1.7177701,-8.087599,-8.184653,-2.4299622
264014,-4.4332385,-1.2926877,-8.187652,-3.3857703
B0WC2B,3.795588,-0.75216293,-4.3486595,1.1507988
663955,4.663563,-0.23204684,-3.0035675,-7.518983
639680,3.737557,-0.2309084,2.4055839,-3.3798814
BKSHP6,-3.825605,-2.6401043,4.1498423,-2.0745218
664050,-1.6128004,-3.6438167,3.1752825,-2.7884126
B98BC6,2.0730019,-0.4833758,-1.2043595,-3.0223846
664054,0.1925826,2.3907423,3.2621264,3.2678604
664056,5.791235,-14.61438,0.69584846,-2.937901
664256,4.9325466,0.7718563,0.8076072,-2.5116324
664137,3.814745,-1.1894882,0.7550478,0.003290176
664396,4.083824,-0.33410788,4.184878,-4.862815
264540,-0.13192296,2.8145075,1.2706041,-4.907674
664158,2.4857879,1.6551852,2.357912,-3.0685663
664286,2.4436831,-5.561429,1.6726255,-5.5806756
664096,-10.367638,0.045645237,0.93023777,-1.2646258
664176,-0.90336204,-3.4037113,1.2448788,-0.2937615
664480,-4.438138,3.4528255,-4.348654,-4.5210657
664180,0.61421394,1.4711022,2.8790116,-2.1699548
BNG8PQ,0.07259846,2.1191597,-2.5889635,-3.7379444
B5MDP3,2.610314,-3.363359,-7.3455753,-4.7694864
590294,-0.38349628,-3.2026649,-1.3920188,-2.0369947
664310,3.4894109,-3.9005399,0.04581213,-4.8022804
B1CWJM,5.2868485,-1.7316759,1.5823126,2.9481769
BYSJJF,-1.6051352,0.73570013,2.8099775,-3.2521427
639092,4.3174505,-4.8928022,-6.437689,-8.941418
BMGWW3,3.0940652,1.749599,-4.9251795,-0.8365512
BYZF9J,0.67704916,0.4366398,-3.6725104,-3.8695514
264183,-3.1749785,1.0246873,-2.7214944,-2.128142
264189,-8.206326,-2.5103629,-0.34900308,-0.27456284
B11HK3,7.254565,-1.8877864,-10.302532,-8.02601
BMZ1NS,-3.7519515,7.559705,-9.895009,1.3367534
671745,8.130598,-11.8707,-4.140812,-10.360342
264866,-0.6529033,-1.1390567,2.2319198,-2.9569626
B68XHC,3.6605954,-2.8212428,0.4754901,-3.9511263
264880,-2.0979166,-3.385967,6.668186,-1.7881095
BJN4XN,1.5031219,-3.0364394,-1.3578296,-1.8808782
710306,3.1472564,0.25541782,-3.547889,-0.76811314
634633,1.162672,1.5942454,-2.5663137,2.204764
BJDQXG,2.9485464,-9.441537,27.135563,-3.3869267
BHC8X9,-5.6791425,-3.5187244,3.782475,
BYSS4X,14.500308,-10.837775,-4.4528666,-3.3202827
B798FW,-7.689577,-7.48477,5.0382733,
221292,8.110666,2.1497607,15.320337,-4.3787837
B037HF,3.6529183,-10.0346985,2.8886437,-4.094905
612563,7.2520494,-22.395182,2.850914,-0.5390763
265108,-3.0858696,-9.344566,-11.778003,-3.8932025
BDRJLN,-1.7122626,-4.855907,5.095887,-4.907942
BMFNHJ,0.71356297,-2.9346347,-11.611814,-3.4071922
237950,-5.715573,-5.188757,0.69013834,-4.9602804
263778,-0.7257283,-2.764058,0.90055466,2.1791458
B505PN,-1.033026,2.4833918,3.9087176,0.087845325
B65LWX,-9.919447,4.47402,0.3050089,-14.301258
665640,-1.7539322,3.5713553,1.8133283,-3.6665857
613674,1.9152284,0.4253626,-0.83497167,4.677427
B3MBS7,-5.028969,0.24189949,-14.795065,-13.309532
265540,-1.2796581,-1.324302,17.879831,-2.7022243
665610,-4.1955175,-8.294106,2.0439506,-4.6955166
613936,5.2746415,-8.6691675,3.3561587,-7.7058315
665770,5.3431153,-12.428326,1.9356489,-3.0480742
BDFZSP,-13.797337,-4.636407,-14.131254,-12.484413
265642,-10.962218,-2.5754452,0.07853508,4.1222215
BDVPYN,0.93141794,2.3893237,-8.523661,1.1099577
665880,-2.4592102,19.33533,1.2509823,-5.467272
227930,-2.8048337,-0.47815442,1.6419291,-3.645116
665942,2.8500915,-5.3058805,-1.4047801,-2.0730972
465145,8.21892,-5.5456457,-0.3158152,4.2737484
258357,0.4983902,1.904583,5.795431,0.6373167
B606XG,-1.9126177,-5.7898045,-0.18683076,-6.963098
213010,-1.7169356,-1.4481664,3.5843968,-7.238734
265951,-2.1850169,-1.0353386,-4.3533506,-0.1412332
666010,6.2068105,-2.7482867,3.7232637,0.6507039
615817,0,-2.5236964,4.770565,
BD3D17,10.789764,1.3093472,-2.123654,-6.580263
226082,6.9845915,-3.7041605,-4.7848463,-1.5118122
BJLD2Y,4.551065,-5.4495573,4.7917604,-2.0477772
266156,-3.5689235,-1.8209398,-1.2397885,-3.687179
614168,-1.1293292,-0.1661241,0.46777725,-1.1203885
555255,-2.1641552,-0.7535219,-7.563746,-7.948929
517617,0.8415699,-1.0004222,2.586627,-0.22850633
BH3T8K,8.713282,-4.353392,3.5588264,2.0344734
645800,2.1274328,0.1995802,-3.4680903,-2.4681509
664889,7.664883,-7.379442,-4.790592,-14.012819
621486,1.6928315,-5.5910645,2.4132729,-0.30457377
BDVLJ7,5.097294,0.5211115,-5.263406,-0.39394498
B17NY4,5.26042,0.17496347,-4.4786215,-9.961301
666114,1.7214775,-4.2613688,2.4779797,-2.521205
652777,3.130591,0.6847501,3.7345529,-2.723229
B1VQF4,-3.1886458,-3.5431743,-1.9042075,-3.7283719
733945,-28.219063,5.9826016,-5.039793,-4.670781
BYT16L,-6.9694996,-7.091403,-3.792709,
666176,0.6495476,3.938043,1.7102361,7.6982737
BGR9QP,4.517877,-0.54255724,-2.6842952,-0.17014742
BK531S,-1.8373013,0.71064234,2.3887992,-0.7899761
732015,2.4100304,-2.178353,-5.8084784,-4.582727
626705,-2.6998878,-4.8240185,-3.0574083,0.52262545
B5LTM9,3.9893508,-3.8169146,4.152131,1.06498
B0F9V2,1.3298512,-2.6753247,-1.5787661,1.500845
B1FW7Q,-3.840381,-1.8013239,4.3989897,6.413114
266586,-4.704481,-0.48520565,1.7459273,-3.0808747
250456,-4.079789,-4.351574,0.8066058,-0.006198883
B1VJS6,1.6462326,-7.773036,-2.0398974,-0.3786564
BN78DQ,-3.1175077,-12.025309,-8.846158,-13.043481
B87ZMX,-2.5111556,-2.7452588,-10.050249,-1.8020213
266927,3.8616896,-11.267281,-2.3424447,-5.6978345
B24FX4,2.1674871,9.562862,5.351794,-1.18922
626986,-5.891216,-7.395953,5.113983,2.9691458
657270,2.1356106,-2.3996353,1.0305047,-1.479423
B44XTX,-1.4788985,-13.947606,-6.9629908,
B6RV67,6.8160653,0.9594679,-1.7353892,3.2111406
BKTNTR,15.132273,1.5764952,-4.155225,-6.1855674
267150,-2.47975,-1.7897904,0.26586056,-2.2557497
BLFHPV,5.742073,-1.9590557,-4.6426177,5.7737947
B119QG,-0.34650564,0.28756857,-4.9327793,-9.365493
267445,-1.9717634,-2.9639184,-2.0279348,-3.5173237
BL95MY,-4.078871,-2.2625625,4.8921704,-4.899144
BYW36M,2.1692276,-3.489226,-7.1079254,2.208531
BYX56S,4.7395706,-7.2549105,-9.85322,-28.264635
67760,#N/A,#N/A,#N/A,#N/A
B4PLX1,1.6221404,-8.903694,-0.27362108,-3.088212
BJ7WJS,-8.569628,1.0828018,-10.592252,-13.879353
B4PT2P,3.1541467,-3.3812165,3.6568046,-1.3887107
BLS09M,-2.1191537,-0.91124773,-0.53201914,-3.6636293
B8RZJZ,2.0849586,-2.421844,-1.63306,-1.1865437
BFXG36,0.69134235,1.7095327,-9.506732,-3.0456066
268151,-6.625599,1.9423723,-0.75709224,-0.25558472
230584,-1.2650609,0.5004406,0.85941553,-3.9189935
468232,-4.547858,0.9799242,-7.016569,-0.07507801
68253,#N/A,#N/A,#N/A,#N/A
B3CY70,13.83835,-7.5834093,-3.095454,-1.7949164
BYY014,-1.516974,1.494801,-2.7982354,4.542637
622657,4.2859197,-5.065709,3.8990378,-2.8232098
268453,6.4168453,2.9181361,6.926787,-5.0278783
B5KQGT,0.2050519,-2.68237,-0.5725384,-1.4262557
669593,-0.26102066,1.6323447,-3.676939,-1.4704347
670397,-1.0902047,0.4254341,-1.1989594,-0.6546438
B00KT6,10.60977,-5.1639023,4.968536,-1.3223588
268470,5.1081777,2.6101112,-0.061136484,1.9530416
268956,0.1706481,-6.6878977,-0.7114589,4.2868853
B544PW,5.1169634,0.7444382,-6.377095,5.5393934
BK72QD,0.8806944,2.5917172,-15.154582,1.6690373
B2PKRQ,-3.1408608,5.548811,-1.0599971,-2.6195347
B78C4Y,0.16913414,-1.826489,11.065006,3.7550807
BGXQNP,3.571844,5.7187796,-6.7503633,-3.7869275
B992PT,9.766281,-9.559626,-8.915156,-0.67211986
670625,4.0192127,-3.228277,-3.890866,-1.2355506
B0JJV5,0.64834356,-5.7994547,-8.312064,0.018060207
BYVW0F,8.43054,-1.230681,-11.371553,24.071407
BDRYVB,13.120294,0.11454821,-13.339811,-1.1144936
B01FLR,3.7624717,-3.907901,-5.3942084,-2.3841143
BJ2Z0H,6.7070365,-5.3768215,10.575045,4.747319
269083,1.7526388,-3.068316,16.22144,-1.5958369
B058J5,5.5797935,-8.810049,-9.183258,-0.5089462
B03NGS,2.6458979,-2.6274443,-6.310135,-15.215963
BDGN27,3.176093,2.1796703,0.7218361,-1.582545
250838,9.447777,-22.565687,-7.6593757,-4.6279488
269266,-0.927341,-5.5095377,0.31305552,-4.126978
B5N4QN,0.11216402,1.4776468,-1.3334394,-2.7214766
581006,-1.7710984,-3.2864332,-0.81688166,-3.8084745
B0L911,5.781412,-7.887459,0.8919716,-5.305105
278158,-1.3571382,4.5295596,-2.6948333,-2.5304258
710106,-3.2303095,-0.63194036,-2.9868424,-5.564189
641945,8.840609,-3.549689,-5.306941,6.4927697
669323,5.2368164,-2.797538,-2.340448,-3.5078228
BD8GL1,0.018465519,-2.320367,0.61985254,-6.4057946
BYYN70,-0.17071366,5.5072546,-3.7045717,-5.366814
669615,1.572752,-6.412947,-1.0182321,-5.768335
643532,0.20198822,0.8299947,2.2230268,-0.010192394
269770,2.0029306,-6.638813,-3.2212913,-2.552992
B233HS,-3.4351945,-1.2294173,4.012525,0.9890318
B4LL9N,-0.44033527,-12.45203,-7.8206596,6.2883854
B63DG2,4.3943763,-1.9355714,-2.2425115,-7.310915
668166,4.8205495,0.020194054,-3.5089076,-0.1898706
269847,-2.190256,-4.3413935,0.42190552,-3.6582649
268090,1.4946103,-1.5737236,3.2497406,-5.28605
670498,2.998662,-4.0630045,-0.15276074,-0.013518333
BF0J5S,4.579091,-6.9161296,-10.5227585,-7.4527683
280301,-1.1139631,-0.34159422,3.1112432,-5.8059096
270440,-7.700819,-1.5256464,-2.8340101,-0.4341066
270502,2.9400826,-1.4982641,1.9560337,-0.9045541
B44WZD,-6.7238035,-8.894092,-12.109298,-5.002075
239338,6.6167116,2.9111385,-1.5390575,-3.359282
BJDS7L,5.1699877,2.174592,-9.113466,4.2460203
B00D9P,1.1663914,-3.591776,-0.014829636,-2.525121
281911,-2.460724,-5.1462293,-1.6864836,-6.3196063
70995,#N/A,#N/A,#N/A,#N/A
B1W4V6,4.6904564,-7.3681536,-4.5344534,0.7090926
B3BQFC,7.230079,-4.6518683,3.0450225,
605385,6.5788627,-11.092955,-6.0258684,
B800MQ,-0.26958585,-4.143244,6.40918,
B01C1P,0.75154305,-10.558748,2.178228,
BYZ0ZJ,2.4837017,-30.595875,-6.955695,
665104,2.2876143,-13.538027,7.1125984,
672712,6.076896,-11.275989,-2.2897065,
670909,3.9542913,-13.420796,1.5362024,
607070,0.96930265,-6.042695,-3.795272,
631534,1.705277,-2.7168214,2.005303,
636699,0.5472064,-1.355952,-0.64207315,
646242,3.8149357,-4.064661,-0.6377876,
645486,2.3141026,-8.604068,2.205336,
B4LD3M,-1.7945111,6.3656807,3.4433365,
628397,-0.26958585,1.5717149,-0.9657204,
B7311V,1.2887001,-3.210169,3.1214118,
BZ0W5W,10.659779,-18.011707,-0.9657204,
BCDBLX,-3.7776887,-2.263838,-2.8887153,
679523,0.5219221,-2.340573,5.636573,
BD4T6W,-2.3765624,-8.521044,-0.9657204,
B4MW04,-6.985438,-2.1088243,-1.6194165,
668718,4.9247146,22.417986,12.3158455,
623084,-1.3419569,-0.95427036,5.9456825,
B95N91,3.5326242,-0.7789135,-3.3272028,15.2239685
B1359K,4.8603415,-3.1961858,2.0497203,2.5111914
B67QFW,6.671691,-11.7496605,-1.259464,0.11795759
BN73M0,1.5101671,4.643953,-0.26208758,-0.48516393
BD0BDH,2.910304,-3.9295018,-0.9270072,-0.21800995
B012W4,-0.016146898,-1.9355357,-2.5017202,-1.2860835
726829,-1.0835707,-6.8676233,-10.107601,-9.023249
270767,-1.501894,-1.2242496,-0.33017993,-5.711955
285253,-1.7643511,-5.447048,-9.318977,-7.669747
438042,0.94435215,-1.0970771,-4.943979,-2.806294
270884,0.4937768,-0.60762167,2.466476,-0.35791397
506472,-3.9066195,-1.7811477,-5.8422923,-7.3908033
671034,6.883204,-6.3915195,-1.854819,-2.748263
656661,3.2710195,0.116956234,-4.73538,
651655,3.7037015,-2.782327,-2.0309925,
B0MLBC,-1.5348971,0.96491575,-3.1161427,
657154,0.46511889,-6.9264116,-6.5533934,
671398,-2.0408154,0.04082918,-3.0866683,
614819,-9.999996,-1.0752678,-0.21458864,
671574,-0.14884472,-2.2135139,2.5252104,-0.4373312
B00G23,-2.831453,2.468443,-6.4212084,1.7344356
BR9YYP,3.6256075,-2.1564662,-5.8533964,1.8712521
271492,-2.4679363,-4.0190697,0.63712597,5.180335
614101,-8.773547,-4.5134187,1.4356017,-1.5669167
271577,3.6861897,-7.745898,-3.018552,-7.3794603
270279,3.4020066,0.066030025,1.8380165,-2.4418712
B2PF1B,-15.698904,-1.5677452,-2.051258,
B7FQV6,3.9108992,-3.743279,-11.001879,-10.8379
B0704T,0.30750036,7.5049996,0.5002856,-4.447019
622959,-8.733261,-2.209264,-4.566556,-3.107375
604199,3.8542628,-3.4761012,-4.148364,-5.8381977
522865,1.9745708,2.2203565,-4.1401205,-5.6230307
BK1W1V,6.817889,-9.555268,2.156055,-2.544409
591060,2.9707313,3.1392574,-9.052288,-8.231014
271899,-3.3898294,-2.2937715,-0.24625063,-5.853939
BM5M5Y,-1.4033914,-3.546697,0.41091442,-5.552787
619857,2.7617574,-3.4044504,-13.405127,0.8129597
605142,5.6016445,1.3828754,-0.33185482,2.3962975
272419,0.86039305,1.9510031,-4.6712756,-5.34811
B24CGK,-1.3950586,1.0276556,-0.28845668,1.0041118
B07DRZ,4.570508,-3.577137,-8.145863,-2.6687562
BQRRZ0,8.51562,-1.7065167,-2.5766969,-3.1325638
BD6FXN,5.969095,-2.9735625,-0.6785631,0.9629488
BNDQ8P,8.996558,-6.867546,-7.050723,-12.640637
672880,-1.3713658,-7.8252435,-4.008198,-0.74992776
272617,-6.819856,-1.0061264,-0.36321282,-2.2856355
273019,2.4197578,3.6064625,-5.471015,-4.2102695
B01R31,1.3581514,-5.8712187,1.930511,-3.0416548
BF52QF,-1.2547076,3.7740111,-5.267578,-0.92538595
609962,7.8582883,-7.9844475,-6.677115,1.230669
B2B0DG,0.77136755,-1.6689777,-5.1487565,-0.87123513
629068,1.6777396,0.84370375,-4.951966,-3.4763575
474171,-3.3025563,-0.35769343,-8.681911,-0.788486
471279,4.0477037,0.041639805,-1.4058292,-0.55772066
663567,6.8831086,-1.7502964,1.6808152,0.48000813
B082RF,-3.3988655,-2.424872,-6.0492635,0.6151438
566935,2.677381,-5.621183,4.1799664,5.990112
226253,-1.1001647,-3.1807125,0.68517923,1.4123917
273290,0.40638447,-2.360803,1.0401607,-12.066311
642155,0.2677679,-12.884897,-0.5459726,-2.9428601
BTF8CF,-2.5606155,-1.6285956,-8.515567,-0.9079635
624467,1.366365,-1.1277437,-3.2467008,4.0047646
673822,3.6359549,2.9128432,5.644357,-0.7989049
BDZCRX,-7.0707083,-9.305066,-9.94696,-7.2170553
674058,-3.336668,6.531501,-0.25675297,-1.1143804
622010,4.350972,-5.9445915,-3.232187,-2.717507
71887,#N/A,#N/A,#N/A,#N/A
222961,1.7046213,-4.16131,-5.7155905,-2.4404526
234539,-2.7240098,17.958618,-5.4378867,-0.1636684
BL9884,8.31461,-7.2594643,-4.794967,-10.026783
B12LZW,-0.5708337,-13.730091,2.7598262,
BMBKL7,-3.6082506,4.301083,-8.374381,7.9787254
211070,-5.2198052,-3.678137,-1.2714863,-12.566704
BP0TQN,-5.7062626,5.6324124,3.2126427,-4.434699
711038,2.968216,-9.402996,-5.8843317,-3.0180335
275406,-2.1146178,-4.461324,-15.102702,-3.0169249
471349,-7.4429393,-7.2867393,-3.865713,
216905,1.8033147,-4.565954,-5.0362706,-5.435175
674720,7.3455095,1.3300061,3.538835,-3.3184707
BZ1LFG,-3.720361,1.0430574,4.230356,-4.315579
274730,3.6123395,0.352633,1.4609337,-0.11911988
B63H84,1.3601065,3.292203,-5.133051,-11.078506
274960,-2.9907286,-2.0418823,-6.5160093,3.4883738
274671,-21.931345,-4.343307,-3.5381377,-3.566599
275438,1.4258265,-2.8200924,-0.8756399,-2.7719438
275490,-10.092491,-11.768073,-10.137659,-4.8825207
595607,3.513825,-2.5789678,1.508534,-2.037698
BMVP7Y,-0.5758643,0.5538702,-6.71677,-0.2342999
275617,0.1424551,-0.14225245,1.7611623,-2.87053
674842,2.2200227,-6.827956,-3.1070232,12.470209
BYXZ2W,6.929338,0.5132437,-8.1669035,-14.110422
476896,9.742546,-3.5216808,2.952838,0.077712536
616152,7.0104003,3.5188556,-5.0165296,-2.0567536
675845,5.269873,3.413117,2.6163578,-5.190468
BYV232,1.653552,-2.5769353,-8.164674,-0.8323252
618023,4.7575355,1.4403582,-2.6050985,-0.7614434
640605,-2.858317,-1.3380408,5.834961,-3.2079577
B1323K,1.059711,-7.3850155,-5.475193,
B058TZ,1.025784,-0.63859224,-7.2271705,-5.5572567
B8C3BL,-1.326263,-1.7807603,-7.3234615,-0.51172376
B1C1NH,-4.728442,-7.6838017,0.5155921,
231052,-4.349655,-1.6440749,-3.546667,2.630818
522603,2.1744967,1.0789514,-4.243332,-4.9641905
BYNJCV,4.232645,-2.0150006,-6.4975443,3.2198668
BSXN8K,2.1423817,-0.026029348,-2.1704495,3.595531
677168,0.31921864,-2.71011,-2.8022528,-2.2211254
677172,3.5498142,-0.891608,-2.6337862,-0.74855685
676523,-7.2214007,-2.925551,1.7203808,6.000948
615525,-0.48033595,-2.0973027,-3.4307063,-3.4074247
677221,-0.16569495,-3.9463162,-4.8986316,-2.781421
B12C0T,3.9059758,-0.7393658,-1.3160467,-2.9769838
677164,4.016471,-5.3892374,-0.34697056,1.1455417
BRS2KY,2.6672125,-2.2446215,-2.645123,5.027735
640844,0.6002784,-3.5530865,-2.807492,-2.0775497
B5B23W,-2.9008508,-4.487282,-6.5060735,1.0206342
B1VQ25,3.7852526,3.077662,-6.1032476,-6.909066
B0L675,3.0170918,-0.18610358,-7.6071978,-6.169277
567173,4.1277885,0.99184513,0.06812811,-2.3097634
715363,4.4879913,-2.6413023,-8.959341,-8.045512
677660,-1.0983348,-5.279255,3.4922004,-0.9210646
677670,2.0718098,-2.6754916,0.554204,-3.8563013
B56HH4,1.226747,4.779327,-5.117565,-2.2292852
484628,1.0275245,1.7986298,-5.7697654,-2.1073878
211222,-2.2277594,-3.804034,-3.066361,-11.189222
584332,3.1458259,-0.17588139,-7.700026,-5.87191
BYZ2QP,4.808843,-0.9507537,-5.1968694,-3.4549594
677745,1.337719,2.180612,-3.679192,1.6225815
B3C8VY,-5.247879,-14.352399,0.71918964,
BJTM27,-2.1838188,-0.4507482,4.4074655,
B1324D,-1.3249457,-7.6385202,4.2882442,
B12LSY,10.674119,-14.385832,1.1166096,
B132NM,-10.114765,-1.2991548,0.7341385,
B132Y6,-2.1407664,-7.8836975,-7.8310547,
B1Z8F6,-2.9299915,-9.538722,-8.62543,
BSHYYN,-5.678195,-6.3341084,8.059608,
B156TT,0.31859875,-5.8295307,1.681459,
B12M7Q,-4.548007,-4.315448,1.7435431,
B133RS,2.0777106,0.97500086,-2.4694085,
BZ6TS2,-2.0468652,-2.3151755,-1.4462233,-5.2543936
BKPFMG,3.5182476,-5.6394997,-9.821802,1.8493414
630946,-7.6042533,-3.0311346,-0.08405447,-0.61576366
BZ60N3,2.5440931,-2.064705,-5.0584497,-2.542162
BPH070,5.2872896,-6.4979973,-1.5630126,36.918068
BLZH0Z,2.4115086,-2.3303688,-5.7519855,-0.04788637
BMC0T3,7.366526,-1.2792826,-6.1290207,-4.3458166
479053,-0.23847222,3.7472725,-9.127116,-4.9873886
B11TCY,4.444444,-0.24389625,-5.5883703,-2.3498595
277920,0.93274117,-5.3218603,10.305047,-6.338543
483410,0.8198619,0.1368165,-7.477641,-5.27547
24054,#N/A,#N/A,#N/A,#N/A
BYT934,0.97044706,-4.964483,-1.9338012,1.8348932
685847,0.6387353,3.052044,1.6292572,-0.06902814
BKSCSZ,2.7579665,2.6749969,-0.77501535,-7.1412506
